datetime,rain_last_5h_avg,rain_last_5h_sum,rain_last_5h_max,rain_last_5h_std,current_rain,is_flooded
2023-01-02 10:00:00,0.522,2.61,2.61,1.044,0.0,0
2023-01-02 11:00:00,0.522,2.61,2.61,1.044,0.0,0
2023-01-02 12:00:00,1.22,6.1,3.49,1.5198815743340006,3.49,0
2023-01-02 13:00:00,0.8800000000000001,4.4,3.49,1.3517544155651944,0.91,0
2023-01-02 14:00:00,0.8800000000000001,4.4,3.49,1.3517544155651944,0.0,0
2023-01-02 15:00:00,1.302,6.51,3.49,1.340468574790174,2.11,0
2023-01-02 16:00:00,1.302,6.51,3.49,1.3404685747901741,0.0,0
2023-01-02 17:00:00,0.78,3.9,2.11,0.776221617838617,0.88,0
2023-01-02 18:00:00,0.882,4.41,2.11,0.8189358949270693,1.42,0
2023-01-02 19:00:00,1.134,5.67,2.11,0.6929242382829452,1.26,0
2023-01-02 20:00:00,1.332,6.66,3.1,1.0116600219441312,3.1,0
2023-01-02 21:00:00,1.332,6.66,3.1,1.0116600219441312,0.0,0
2023-01-02 22:00:00,1.156,5.779999999999999,3.1,1.1430065616609557,0.0,0
2023-01-02 23:00:00,1.3080000000000003,6.540000000000001,3.1,1.2161973524062615,2.18,0
2023-01-03 00:00:00,7.002,35.01,29.73,11.428869410401013,29.73,0
2023-01-03 01:00:00,12.120000000000001,60.6,29.73,13.98048210899753,28.69,0
2023-01-03 02:00:00,21.818,109.09,48.49,18.34609429824234,48.49,1
2023-01-03 03:00:00,21.818,109.09,48.49,18.34609429824234,0.0,1
2023-01-03 04:00:00,22.072,110.36,48.49,18.07930131393357,3.45,0
2023-01-03 05:00:00,16.436,82.18,48.49,19.172849136213426,1.55,1
2023-01-03 06:00:00,11.472,57.36,48.49,18.560862479960353,3.87,0
2023-01-03 07:00:00,1.7740000000000002,8.870000000000001,3.87,1.6459963547954777,0.0,0
2023-01-03 08:00:00,1.8820000000000001,9.41,3.87,1.5403817708607177,0.54,0
2023-01-03 09:00:00,1.7899999999999998,8.95,3.87,1.4553762400149317,2.99,1
2023-01-03 10:00:00,1.8679999999999999,9.34,3.87,1.4508673268083474,1.94,0
2023-01-03 11:00:00,1.232,6.16,2.99,1.0846455642282415,0.69,0
2023-01-03 12:00:00,2.0759999999999996,10.379999999999999,4.22,1.3950569880832826,4.22,0
2023-01-03 13:00:00,2.914,14.57,4.73,1.4767613212702995,4.73,0
2023-01-03 14:00:00,2.316,11.58,4.73,1.8762579779976953,0.0,0
2023-01-03 15:00:00,2.5780000000000003,12.89,4.73,1.8968120623825653,3.25,0
2023-01-03 16:00:00,2.44,12.2,4.73,2.0482089737133755,0.0,0
2023-01-03 17:00:00,1.596,7.98,4.73,2.0099412926749873,0.0,0
2023-01-03 18:00:00,1.364,6.82,3.57,1.6736140534782802,3.57,0
2023-01-03 19:00:00,1.364,6.82,3.57,1.6736140534782802,0.0,0
2023-01-03 20:00:00,0.714,3.57,3.57,1.428,0.0,0
2023-01-03 21:00:00,1.6079999999999999,8.04,4.47,1.9898482354189728,4.47,0
2023-01-03 22:00:00,2.2399999999999998,11.2,4.47,1.8774131138350982,3.16,0
2023-01-03 23:00:00,1.7920000000000003,8.96,4.47,1.7708235372278063,1.33,0
2023-01-04 00:00:00,2.3760000000000003,11.88,4.47,1.5514457773315828,2.92,0
2023-01-04 01:00:00,2.3760000000000003,11.88,4.47,1.5514457773315828,0.0,0
2023-01-04 02:00:00,1.482,7.41,3.16,1.3637653757153392,0.0,0
2023-01-04 03:00:00,0.85,4.25,2.92,1.156096881753428,0.0,0
2023-01-04 04:00:00,1.3800000000000001,6.9,3.98,1.7230670329386493,3.98,0
2023-01-04 05:00:00,1.168,5.84,3.98,1.5798025193042327,1.86,0
2023-01-04 06:00:00,1.168,5.84,3.98,1.5798025193042327,0.0,0
2023-01-04 07:00:00,1.168,5.84,3.98,1.5798025193042327,0.0,0
2023-01-04 08:00:00,1.168,5.84,3.98,1.5798025193042327,0.0,0
2023-01-04 09:00:00,1.08,5.4,3.54,1.4254262520383156,3.54,0
2023-01-04 10:00:00,0.976,4.88,3.54,1.3830632668103073,1.34,0
2023-01-04 11:00:00,1.8699999999999999,9.35,4.47,1.834317311699369,4.47,0
2023-01-04 12:00:00,1.8699999999999999,9.35,4.47,1.834317311699369,0.0,0
2023-01-04 13:00:00,1.8699999999999999,9.35,4.47,1.834317311699369,0.0,0
2023-01-04 14:00:00,1.162,5.81,4.47,1.733509734613567,0.0,0
2023-01-04 15:00:00,5.266,26.33,21.86,8.475691358231492,21.86,0
2023-01-04 16:00:00,12.963999999999999,64.82,42.96,17.222628835343343,42.96,1
2023-01-04 17:00:00,19.55,97.75,42.96,17.301986013172016,32.93,1
2023-01-04 18:00:00,27.404000000000003,137.02,42.96,15.459902457648303,39.27,1
2023-01-04 19:00:00,31.810000000000002,159.05,42.96,8.670402528141356,22.03,1
2023-01-04 20:00:00,31.182,155.91,42.96,9.44725441596658,18.72,1
2023-01-04 21:00:00,27.668,138.34,39.27,7.474464261738095,25.39,1
2023-01-04 22:00:00,21.940000000000005,109.70000000000002,39.27,11.261708573746706,4.29,0
2023-01-04 23:00:00,14.790000000000001,73.95,25.39,9.137673664560364,3.52,0
2023-01-05 00:00:00,10.974,54.870000000000005,25.39,9.299936773978628,2.95,0
2023-01-05 01:00:00,15.732,78.66,42.51,15.835214428608158,42.51,0
2023-01-05 02:00:00,20.444,102.22,48.95,20.750488765327916,48.95,0
2023-01-05 03:00:00,24.828000000000003,124.14000000000001,48.95,19.126482583057452,26.21,1
2023-01-05 04:00:00,30.851999999999997,154.26,48.95,15.945465060637149,33.64,1
2023-01-05 05:00:00,39.9,199.5,48.95,8.764044728320366,48.19,0
2023-01-05 06:00:00,38.922000000000004,194.61,48.95,8.690756929059747,37.62,1
2023-01-05 07:00:00,29.809999999999995,149.04999999999998,48.19,14.996438243796424,3.39,1
2023-01-05 08:00:00,24.567999999999998,122.83999999999999,48.19,19.301549575098885,0.0,0
2023-01-05 09:00:00,17.87,89.35000000000001,48.19,20.747870252148772,0.15,0
2023-01-05 10:00:00,8.315999999999999,41.58,37.62,14.704938762198228,0.42,0
2023-01-05 11:00:00,1.348,6.74,3.39,1.437628602943055,2.78,0
2023-01-05 12:00:00,0.6699999999999999,3.3499999999999996,2.78,1.0660956805090245,0.0,0
2023-01-05 13:00:00,0.6699999999999999,3.3499999999999996,2.78,1.0660956805090245,0.0,0
2023-01-05 14:00:00,0.6399999999999999,3.1999999999999997,2.78,1.0822938602800996,0.0,0
2023-01-05 15:00:00,0.944,4.72,2.78,1.1862815854593713,1.94,0
2023-01-05 16:00:00,0.388,1.94,1.94,0.776,0.0,0
2023-01-05 17:00:00,1.3059999999999998,6.529999999999999,4.59,1.8057419527717684,4.59,0
2023-01-05 18:00:00,1.3059999999999998,6.529999999999999,4.59,1.8057419527717684,0.0,0
2023-01-05 19:00:00,1.3059999999999998,6.529999999999999,4.59,1.8057419527717684,0.0,0
2023-01-05 20:00:00,0.9179999999999999,4.59,4.59,1.8359999999999999,0.0,0
2023-01-05 21:00:00,0.9179999999999999,4.59,4.59,1.8359999999999999,0.0,0
2023-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0
2023-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0
2023-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0
2023-01-06 01:00:00,0.8480000000000001,4.24,4.24,1.6960000000000002,4.24,0
2023-01-06 02:00:00,0.8480000000000001,4.24,4.24,1.6960000000000002,0.0,0
2023-01-06 03:00:00,0.8480000000000001,4.24,4.24,1.6960000000000002,0.0,0
2023-01-06 04:00:00,1.448,7.24,4.24,1.816264297947851,3.0,0
2023-01-06 05:00:00,1.7260000000000002,8.63,4.24,1.6741756180281686,1.39,0
2023-01-06 06:00:00,0.8779999999999999,4.39,3.0,1.1897630016099845,0.0,0
2023-01-06 07:00:00,1.436,7.18,3.0,1.2965893721606698,2.79,0
2023-01-06 08:00:00,1.436,7.18,3.0,1.2965893721606698,0.0,0
2023-01-06 09:00:00,0.836,4.18,2.79,1.115501680859334,0.0,0
2023-01-06 10:00:00,0.558,2.79,2.79,1.116,0.0,0
2023-01-06 11:00:00,0.558,2.79,2.79,1.116,0.0,0
2023-01-06 12:00:00,0.49800000000000005,2.49,2.49,0.9960000000000001,2.49,0
2023-01-06 13:00:00,0.9,4.5,2.49,1.1126724585429444,2.01,0
2023-01-06 14:00:00,1.5719999999999998,7.859999999999999,3.36,1.3545390359823524,3.36,0
2023-01-06 15:00:00,2.336,11.68,3.82,1.3294901278309665,3.82,0
2023-01-06 16:00:00,2.45,12.25,3.82,1.1344249644643756,0.57,0
2023-01-06 17:00:00,2.31,11.55,3.82,1.1636666189248535,1.79,0
2023-01-06 18:00:00,1.908,9.54,3.82,1.4972427992813993,0.0,0
2023-01-06 19:00:00,1.236,6.18,3.82,1.4479585629430145,0.0,0
2023-01-06 20:00:00,0.8939999999999999,4.47,2.11,0.8927396036919164,2.11,0
2023-01-06 21:00:00,0.78,3.9,2.11,0.9606456162394122,0.0,0
2023-01-06 22:00:00,0.422,2.11,2.11,0.844,0.0,0
2023-01-06 23:00:00,1.1199999999999999,5.6,3.49,1.4394582314190294,3.49,0
2023-01-07 00:00:00,1.9739999999999998,9.87,4.27,1.7539509685279118,4.27,0
2023-01-07 01:00:00,1.552,7.76,4.27,1.9167409840664438,0.0,0
2023-01-07 02:00:00,2.334,11.67,4.27,1.9216305576254764,3.91,0
2023-01-07 03:00:00,3.3,16.5,4.83,1.7076299364909249,4.83,0
2023-01-07 04:00:00,2.602,13.01,4.83,2.144662211165199,0.0,0
2023-01-07 05:00:00,1.748,8.74,4.83,2.1605314161103975,0.0,0
2023-01-07 06:00:00,1.748,8.74,4.83,2.1605314161103975,0.0,0
2023-01-07 07:00:00,0.966,4.83,4.83,1.932,0.0,0
2023-01-07 08:00:00,0.196,0.98,0.98,0.392,0.98,0
2023-01-07 09:00:00,0.196,0.98,0.98,0.392,0.0,0
2023-01-07 10:00:00,0.196,0.98,0.98,0.392,0.0,0
2023-01-07 11:00:00,0.61,3.05,2.07,0.8227757896292283,2.07,0
2023-01-07 12:00:00,0.61,3.05,2.07,0.8227757896292283,0.0,1
2023-01-07 13:00:00,0.414,2.07,2.07,0.8280000000000001,0.0,0
2023-01-07 14:00:00,0.582,2.9099999999999997,2.07,0.8120197041944242,0.84,0
2023-01-07 15:00:00,0.582,2.9099999999999997,2.07,0.8120197041944242,0.0,0
2023-01-07 16:00:00,0.16799999999999998,0.84,0.84,0.336,0.0,0
2023-01-07 17:00:00,0.16799999999999998,0.84,0.84,0.336,0.0,0
2023-01-07 18:00:00,0.7859999999999999,3.9299999999999997,3.09,1.1970563896492095,3.09,1
2023-01-07 19:00:00,0.618,3.09,3.09,1.236,0.0,0
2023-01-07 20:00:00,0.6479999999999999,3.2399999999999998,3.09,1.2223812825792124,0.15,0
2023-01-07 21:00:00,0.6479999999999999,3.2399999999999998,3.09,1.2223812825792124,0.0,1
2023-01-07 22:00:00,0.6479999999999999,3.2399999999999998,3.09,1.2223812825792124,0.0,0
2023-01-07 23:00:00,0.03,0.15,0.15,0.060000000000000005,0.0,0
2023-01-08 00:00:00,0.072,0.36,0.21,0.09019977827023745,0.21,0
2023-01-08 01:00:00,0.041999999999999996,0.21,0.21,0.084,0.0,0
2023-01-08 02:00:00,0.041999999999999996,0.21,0.21,0.084,0.0,0
2023-01-08 03:00:00,0.041999999999999996,0.21,0.21,0.084,0.0,0
2023-01-08 04:00:00,0.041999999999999996,0.21,0.21,0.084,0.0,1
2023-01-08 05:00:00,0.386,1.93,1.93,0.772,1.93,0
2023-01-08 06:00:00,0.386,1.93,1.93,0.772,0.0,0
2023-01-08 07:00:00,0.446,2.23,1.93,0.7510419429033242,0.3,0
2023-01-08 08:00:00,1.432,7.16,4.93,1.8903269558465274,4.93,0
2023-01-08 09:00:00,1.7280000000000002,8.64,4.93,1.7538688662496977,1.48,0
2023-01-08 10:00:00,1.7559999999999998,8.78,4.93,1.7579829350707588,2.07,0
2023-01-08 11:00:00,1.7559999999999998,8.78,4.93,1.7579829350707588,0.0,0
2023-01-08 12:00:00,1.6960000000000002,8.48,4.93,1.8109732190178849,0.0,0
2023-01-08 13:00:00,1.3,6.5,2.95,1.1599827584925562,2.95,0
2023-01-08 14:00:00,2.002,10.01,4.99,1.8893109855182657,4.99,0
2023-01-08 15:00:00,1.588,7.94,4.99,2.0490915060094315,0.0,0
2023-01-08 16:00:00,1.588,7.94,4.99,2.0490915060094315,0.0,0
2023-01-08 17:00:00,1.666,8.33,4.99,1.9938365028256455,0.39,1
2023-01-08 18:00:00,1.422,7.109999999999999,4.99,1.893920800878432,1.73,0
2023-01-08 19:00:00,0.42400000000000004,2.12,1.73,0.6702417474314772,0.0,0
2023-01-08 20:00:00,0.42400000000000004,2.12,1.73,0.6702417474314772,0.0,0
2023-01-08 21:00:00,0.766,3.83,1.73,0.7918737273075802,1.71,0
2023-01-08 22:00:00,1.348,6.74,3.3,1.2426970668670623,3.3,0
2023-01-08 23:00:00,1.002,5.01,3.3,1.3262036042780159,0.0,0
2023-01-09 00:00:00,1.002,5.01,3.3,1.3262036042780159,0.0,0
2023-01-09 01:00:00,1.0959999999999999,5.4799999999999995,3.3,1.2671953282742165,0.47,0
2023-01-09 02:00:00,1.172,5.859999999999999,3.3,1.3123322749974566,2.09,0
2023-01-09 03:00:00,0.5119999999999999,2.5599999999999996,2.09,0.8097258795419594,0.0,1
2023-01-09 04:00:00,1.25,6.25,3.69,1.4417073211994174,3.69,0
2023-01-09 05:00:00,1.718,8.59,3.69,1.3358952054708484,2.34,0
2023-01-09 06:00:00,1.6239999999999999,8.12,3.69,1.4333820146771759,0.0,0
2023-01-09 07:00:00,1.6439999999999997,8.219999999999999,3.69,1.4404249373014895,2.19,0
2023-01-09 08:00:00,1.6679999999999997,8.339999999999998,3.69,1.413582682406657,0.12,0
2023-01-09 09:00:00,0.9299999999999999,4.6499999999999995,2.34,1.0919340639434234,0.0,0
2023-01-09 10:00:00,1.4300000000000002,7.15,4.84,1.8979778713146263,4.84,0
2023-01-09 11:00:00,3.9560000000000004,19.78,12.63,4.679814526239261,12.63,1
2023-01-09 12:00:00,9.616,48.08,30.49,11.404031918580376,30.49,0
2023-01-09 13:00:00,16.508,82.53999999999999,34.58,13.753462691264334,34.58,1
2023-01-09 14:00:00,26.076,130.38,47.84,15.474079746466348,47.84,1
2023-01-09 15:00:00,30.607999999999997,153.04,47.84,11.363104153355279,27.5,0
2023-01-09 16:00:00,30.586000000000002,152.93,47.84,11.397942972308645,12.52,0
2023-01-09 17:00:00,29.258,146.29,47.84,11.714197198271847,23.85,1
2023-01-09 18:00:00,27.726,138.63,47.84,11.415073543346098,26.92,1
2023-01-09 19:00:00,18.157999999999998,90.78999999999999,27.5,10.563564549904545,0.0,1
2023-01-09 20:00:00,12.680000000000001,63.400000000000006,26.92,11.369779241480462,0.11,0
2023-01-09 21:00:00,10.176,50.88,26.92,12.456051701883707,0.0,0
2023-01-09 22:00:00,5.406000000000001,27.03,26.92,10.757084363339352,0.0,0
2023-01-09 23:00:00,0.9100000000000001,4.550000000000001,4.44,1.7655140894368417,4.44,0
2023-01-10 00:00:00,1.6760000000000002,8.38,4.44,2.017410221050741,3.83,0
2023-01-10 01:00:00,1.654,8.27,4.44,2.034891643306837,0.0,0
2023-01-10 02:00:00,1.654,8.27,4.44,2.034891643306837,0.0,0
2023-01-10 03:00:00,1.654,8.27,4.44,2.034891643306837,0.0,0
2023-01-10 04:00:00,1.392,6.96,3.83,1.7191556066860265,3.13,0
2023-01-10 05:00:00,1.302,6.51,3.38,1.5965763370412325,3.38,0
2023-01-10 06:00:00,1.302,6.51,3.38,1.5965763370412327,0.0,0
2023-01-10 07:00:00,1.302,6.51,3.38,1.5965763370412327,0.0,0
2023-01-10 08:00:00,1.8219999999999998,9.11,3.38,1.5088326613644072,2.6,0
2023-01-10 09:00:00,1.2280000000000002,6.140000000000001,3.38,1.460827162945706,0.16,0
2023-01-10 10:00:00,0.552,2.7600000000000002,2.6,1.0258732865222684,0.0,0
2023-01-10 11:00:00,0.552,2.7600000000000002,2.6,1.0258732865222684,0.0,0
2023-01-10 12:00:00,0.552,2.7600000000000002,2.6,1.0258732865222684,0.0,0
2023-01-10 13:00:00,0.032,0.16,0.16,0.064,0.0,0
2023-01-10 14:00:00,0.0,0.0,0.0,0.0,0.0,0
2023-01-10 15:00:00,0.62,3.1,3.1,1.24,3.1,1
2023-01-10 16:00:00,0.62,3.1,3.1,1.24,0.0,0
2023-01-10 17:00:00,0.9039999999999999,4.52,3.1,1.2280325728579027,1.42,0
2023-01-10 18:00:00,0.9039999999999999,4.52,3.1,1.2280325728579027,0.0,0
2023-01-10 19:00:00,0.9039999999999999,4.52,3.1,1.2280325728579027,0.0,0
2023-01-10 20:00:00,0.284,1.42,1.42,0.5680000000000001,0.0,0
2023-01-10 21:00:00,0.836,4.18,2.76,1.1081082979564767,2.76,0
2023-01-10 22:00:00,0.5519999999999999,2.76,2.76,1.1039999999999999,0.0,0
2023-01-10 23:00:00,1.004,5.02,2.76,1.239767720179873,2.26,0
2023-01-11 00:00:00,1.148,5.739999999999999,2.76,1.1536099860871523,0.72,0
2023-01-11 01:00:00,1.148,5.739999999999999,2.76,1.1536099860871523,0.0,0
2023-01-11 02:00:00,0.5959999999999999,2.9799999999999995,2.26,0.8774873218457346,0.0,0
2023-01-11 03:00:00,1.0939999999999999,5.47,2.49,1.0809181282594904,2.49,1
2023-01-11 04:00:00,0.642,3.21,2.49,0.965161126444699,0.0,0
2023-01-11 05:00:00,0.49800000000000005,2.49,2.49,0.9960000000000001,0.0,0
2023-01-11 06:00:00,5.066,25.33,22.84,8.939171326247193,22.84,0
2023-01-11 07:00:00,7.172,35.86,22.84,8.73565887612377,10.53,0
2023-01-11 08:00:00,10.55,52.75,22.84,9.503877103582516,19.38,0
2023-01-11 09:00:00,15.286000000000001,76.43,23.68,8.950578975686433,23.68,0
2023-01-11 10:00:00,15.848000000000003,79.24000000000001,23.68,8.012164251935928,2.81,0
2023-01-11 11:00:00,11.28,56.4,23.68,9.15327045377771,0.0,1
2023-01-11 12:00:00,9.726,48.63,23.68,9.786369296117943,2.76,0
2023-01-11 13:00:00,5.85,29.25,23.68,9.001595414147426,0.0,0
2023-01-11 14:00:00,1.114,5.57,2.81,1.3644574013137971,0.0,0
2023-01-11 15:00:00,0.5519999999999999,2.76,2.76,1.1039999999999999,0.0,0
2023-01-11 16:00:00,0.6639999999999999,3.32,2.76,1.0702074565242012,0.56,0
2023-01-11 17:00:00,0.11200000000000002,0.56,0.56,0.22400000000000003,0.0,0
2023-01-11 18:00:00,0.5700000000000001,2.85,2.29,0.8869272799953782,2.29,0
2023-01-11 19:00:00,0.66,3.3000000000000003,2.29,0.8464277878236276,0.45,0
2023-01-11 20:00:00,1.268,6.34,3.04,1.1800576257115583,3.04,0
2023-01-11 21:00:00,1.1560000000000001,5.78,3.04,1.2654264103455406,0.0,0
2023-01-11 22:00:00,1.7,8.5,3.04,1.2358478870799594,2.72,0
2023-01-11 23:00:00,1.5000000000000002,7.500000000000001,3.04,1.2047074333629721,1.29,0
2023-01-12 00:00:00,1.41,7.05,3.04,1.2933367697548848,0.0,0
2023-01-12 01:00:00,0.8019999999999999,4.01,2.72,1.0813399095566574,0.0,0
2023-01-12 02:00:00,1.024,5.12,2.72,1.005158693938425,1.11,0
2023-01-12 03:00:00,0.4800000000000001,2.4000000000000004,1.29,0.5906267857115862,0.0,0
2023-01-12 04:00:00,0.22200000000000003,1.11,1.11,0.44400000000000006,0.0,0
2023-01-12 05:00:00,0.9380000000000001,4.69,3.58,1.3891925712441742,3.58,0
2023-01-12 06:00:00,1.832,9.16,4.47,1.85732495810507,4.47,0
2023-01-12 07:00:00,2.5980000000000003,12.990000000000002,4.94,2.165773764731672,4.94,0
2023-01-12 08:00:00,2.7020000000000004,13.510000000000002,4.94,2.0477929582846017,0.52,0
2023-01-12 09:00:00,2.7020000000000004,13.510000000000002,4.94,2.0477929582846017,0.0,0
2023-01-12 10:00:00,1.986,9.93,4.94,2.2331108346877904,0.0,0
2023-01-12 11:00:00,1.092,5.460000000000001,4.94,1.9345118247247808,0.0,0
2023-01-12 12:00:00,0.8039999999999999,4.02,3.5,1.3629614814806763,3.5,0
2023-01-12 13:00:00,0.7,3.5,3.5,1.4,0.0,0
2023-01-12 14:00:00,1.1019999999999999,5.51,3.5,1.4295509784544236,2.01,0
2023-01-12 15:00:00,1.1019999999999999,5.51,3.5,1.4295509784544236,0.0,0
2023-01-12 16:00:00,1.866,9.33,3.82,1.6415066250247057,3.82,0
2023-01-12 17:00:00,1.19,5.95,3.82,1.5209470733723773,0.12,0
2023-01-12 18:00:00,1.6320000000000001,8.16,3.82,1.4292571497109958,2.21,0
2023-01-12 19:00:00,1.23,6.15,3.82,1.544435171834674,0.0,0
2023-01-12 20:00:00,1.4780000000000002,7.390000000000001,3.82,1.421694763301884,1.24,0
2023-01-12 21:00:00,0.7140000000000001,3.5700000000000003,2.21,0.8817165077279658,0.0,0
2023-01-12 22:00:00,1.026,5.13,2.21,0.8922690177295185,1.68,0
2023-01-12 23:00:00,0.584,2.92,1.68,0.7286590423510848,0.0,0
2023-01-13 00:00:00,0.826,4.13,1.68,0.6946538706435026,1.21,0
2023-01-13 01:00:00,4.578,22.89,20.0,7.739458378982343,20.0,0
2023-01-13 02:00:00,11.162,55.81,32.92,13.153415373962765,32.92,0
2023-01-13 03:00:00,17.134,85.67,32.92,14.22738429930112,31.54,1
2023-01-13 04:00:00,25.639999999999997,128.2,42.53,14.154257310081658,42.53,1
2023-01-13 05:00:00,31.198,155.99,42.53,7.234955148444253,29.0,1
2023-01-13 06:00:00,36.58200000000001,182.91000000000003,46.92,6.907556442042296,46.92,1
2023-01-13 07:00:00,36.714,183.57,46.92,6.842314228387937,33.58,1
2023-01-13 08:00:00,34.166000000000004,170.83,46.92,9.957569181281142,18.8,1
2023-01-13 09:00:00,26.054000000000002,130.27,46.92,15.055690751340506,1.97,0
2023-01-13 10:00:00,20.253999999999998,101.27,46.92,18.08480644076679,0.0,0
2023-01-13 11:00:00,10.87,54.349999999999994,33.58,13.372754390924854,0.0,0
2023-01-13 12:00:00,4.154,20.77,18.8,7.362639744004864,0.0,0
2023-01-13 13:00:00,7.62,38.1,36.13,14.275404022303539,36.13,0
2023-01-13 14:00:00,11.292,56.46,36.13,14.704689592099522,20.33,0
2023-01-13 15:00:00,21.21,106.05000000000001,49.59,19.639416488276837,49.59,1
2023-01-13 16:00:00,23.596000000000004,117.98000000000002,49.59,17.52896300412549,11.93,1
2023-01-13 17:00:00,25.836000000000002,129.18,49.59,14.887070363238028,11.2,0
2023-01-13 18:00:00,24.302,121.50999999999999,49.59,14.122871379432727,28.46,0
2023-01-13 19:00:00,23.524,117.62,49.59,14.424183304437033,16.44,0
2023-01-13 20:00:00,13.825999999999999,69.13,28.46,8.870498520376406,1.1,0
2023-01-13 21:00:00,11.69,58.449999999999996,28.46,10.248679914993932,1.25,0
2023-01-13 22:00:00,9.450000000000001,47.25000000000001,28.46,11.282776254096328,0.0,0
2023-01-13 23:00:00,4.500000000000001,22.500000000000004,16.44,6.091965200163245,3.71,0
2023-01-14 00:00:00,1.2120000000000002,6.0600000000000005,3.71,1.3558672501391869,0.0,0
2023-01-14 01:00:00,1.362,6.8100000000000005,3.71,1.3765086269253817,1.85,0
2023-01-14 02:00:00,1.112,5.5600000000000005,3.71,1.483501263902394,0.0,0
2023-01-14 03:00:00,1.112,5.5600000000000005,3.71,1.483501263902394,0.0,0
2023-01-14 04:00:00,0.9780000000000001,4.890000000000001,3.04,1.2555222021135268,3.04,0
2023-01-14 05:00:00,1.7240000000000002,8.620000000000001,3.73,1.5307592887191637,3.73,0
2023-01-14 06:00:00,1.3539999999999999,6.77,3.73,1.6725979791928485,0.0,0
2023-01-14 07:00:00,9.196000000000002,45.980000000000004,39.21,15.08473745214016,39.21,0
2023-01-14 08:00:00,14.092000000000002,70.46000000000001,39.21,15.276954408520044,24.48,1
2023-01-14 09:00:00,22.244,111.22,43.8,17.860961452284702,43.8,1
2023-01-14 10:00:00,26.139999999999997,130.7,43.8,15.344970511538952,23.21,1
2023-01-14 11:00:00,28.55,142.75,43.8,11.519796873209179,12.05,1
2023-01-14 12:00:00,23.442,117.21000000000001,43.8,11.321210889299783,13.67,0
2023-01-14 13:00:00,28.488,142.44,49.71,15.507861748158577,49.71,1
2023-01-14 14:00:00,20.082,100.41000000000001,49.71,16.300667961773836,1.77,1
2023-01-14 15:00:00,15.440000000000001,77.2,49.71,17.968418962168037,0.0,0
2023-01-14 16:00:00,13.934000000000001,69.67,49.71,18.497213411754753,4.52,0
2023-01-14 17:00:00,11.251999999999999,56.26,49.71,19.295996890547013,0.26,0
